,pipeline,best_params,label,cv_score,training_score,test_score
0,pipe_logreg_tfidf,"{'tf_idf__use_idf': True, 'tf_idf__norm': 'l2', 'cnt_vect__stop_words': 'english', 'cnt_vect__ngram_range': (1, 2), 'cnt_vect__max_features': None, 'cnt_vect__lowercase': False, 'cnt_vect__binary': False, 'LogisticRegression__class_weight': 'balanced', 'LogisticRegression__C': 4}",identity_hate,0.9650056968175126,0.9997123543537801,0.968130214073839
1,pipe_logreg_tfidf,"{'tf_idf__use_idf': False, 'tf_idf__norm': 'l2', 'cnt_vect__stop_words': 'english', 'cnt_vect__ngram_range': (1, 1), 'cnt_vect__max_features': 50000, 'cnt_vect__lowercase': True, 'cnt_vect__binary': True, 'LogisticRegression__class_weight': 'balanced', 'LogisticRegression__C': 1}",insult,0.9713729173137783,0.9917881565270252,0.9623449598591193
2,pipe_logreg_tfidf,"{'tf_idf__use_idf': True, 'tf_idf__norm': 'l2', 'cnt_vect__stop_words': 'english', 'cnt_vect__ngram_range': (1, 2), 'cnt_vect__max_features': 10000, 'cnt_vect__lowercase': True, 'cnt_vect__binary': True, 'LogisticRegression__class_weight': None, 'LogisticRegression__C': 3}",obscene,0.976609645557454,0.9940675690413917,0.9648964431254299
3,pipe_logreg_tfidf,"{'tf_idf__use_idf': True, 'tf_idf__norm': 'l2', 'cnt_vect__stop_words': None, 'cnt_vect__ngram_range': (1, 2), 'cnt_vect__max_features': 50000, 'cnt_vect__lowercase': True, 'cnt_vect__binary': False, 'LogisticRegression__class_weight': None, 'LogisticRegression__C': 5}",severe_toxic,0.9803144188993019,0.9969724791504591,0.9736431033019712
4,pipe_logreg_tfidf,"{'tf_idf__use_idf': True, 'tf_idf__norm': 'l1', 'cnt_vect__stop_words': 'english', 'cnt_vect__ngram_range': (1, 2), 'cnt_vect__max_features': None, 'cnt_vect__lowercase': False, 'cnt_vect__binary': True, 'LogisticRegression__class_weight': 'balanced', 'LogisticRegression__C': 3}",threat,0.9710147694315387,0.9989667958113699,0.9729327453019312
5,pipe_logreg_tfidf,"{'tf_idf__use_idf': True, 'tf_idf__norm': 'l2', 'cnt_vect__stop_words': None, 'cnt_vect__ngram_range': (1, 1), 'cnt_vect__max_features': None, 'cnt_vect__lowercase': False, 'cnt_vect__binary': False, 'LogisticRegression__class_weight': 'balanced', 'LogisticRegression__C': 4}",toxic,0.9662694767631254,0.9978815011690042,0.9529484374333405
